text,location,tsunami,high_waves,coastal_flooding,not_relevant,panic,informational,help_needed
😍 Just chilling at Agra beach . 670e9ead-acac-4a30-91d6-6ce13283e6f2,Agra,0,0,0,1,0,0,0
🏃‍♂️ Coastal flooding reported in Kochi after rains ! 176e868c-a188-4c09-8ca2-9d55c8801d80,Kochi,0,0,1,0,1,0,0
😱 Evacuate coastal areas of Cavelossim Beach immediately ! 648dfa7b-785a-41bb-9232-426b333fd89f,Cavelossim Beach,1,0,0,0,1,0,0
🗓️ Water is entering homes in Mumbai near the shore ? 2e0195a7-e1be-44a7-bc8d-d2718e2a4c99,Mumbai,0,0,1,0,0,1,0
🚨 Water is entering homes in Marina Beach Chennai near the shore ! 0c49c763-a84c-4a5e-9cb8-638175683a79,Marina Beach Chennai,0,0,1,0,1,0,0
😂 Great weather in Nagoa Beach today ? 46375814-0737-4982-9f2e-19afe08df2a2,Nagoa Beach,0,0,0,1,0,0,0
🗓️ The new movie's climax was a flood of emotions . 840c47dc-7608-4348-84a1-38587ec314d9,Digha,0,0,0,1,0,1,0
🤷‍♀️ Had a great time at Kochi ! e90eac6c-0630-471a-ba36-9af1358078cc,Kochi,0,0,0,1,0,0,0
🤦‍♂️ My life is a tsunami of work ! b35e515b-484a-46bc-8352-216149d7f075,Digha,0,0,0,1,0,0,0
"😬 Cyclone alert, waves getting dangerously high at Marina Beach Chennai ! 08015d63-9b99-455e-8f26-fca0d2f4bc33",Marina Beach Chennai,0,1,0,0,1,0,0
⚠️ Local authorities advising to avoid Vizag due to flooding ? cfe66fba-a362-4f62-bce2-87656a32a7d5,Vizag,0,0,1,0,0,1,0
🆘 Heavy waterlogging on roads in Puri ? 71c99fc4-e32f-4cda-9c17-b3a1e3cbcaed,Puri,0,0,1,0,1,0,0
😬 The news is confirming a tsunami threat for Puri . 6994dae3-1b90-491b-bfc5-46d019282f69,Puri,1,0,0,0,1,0,0
🚨 Heavy waterlogging on roads in Alappuzha ! e77a5e6b-b59c-438b-822d-899cf578c339,Alappuzha,0,0,1,0,1,0,1
👍 The new movie's climax was a flood of emotions ! e89359ca-5330-4589-9ad6-bd0af90f1d80,Digha,0,0,0,1,0,0,0
😂 The new movie's climax was a flood of emotions ! 0d7d010d-4f54-4f3f-90dd-8357cae54cc3,Ahmedabad,0,0,0,1,0,0,0
😂 Enjoying the beautiful sunset at Bangalore ! 2a734757-1145-4a6d-b4e4-76f40a4cdb44,Bangalore,0,0,0,1,0,0,0
✅ Had a great time at Amritsar ? 56d229dd-c3d3-467a-943d-b9d038ecc750,Amritsar,0,0,0,1,0,1,0
😱 Rough sea conditions and strong waves in Marine Drive Mumbai ! 1df07995-a196-43ac-b047-e72109c9b232,Marine Drive Mumbai,0,1,0,0,1,0,0
😂 Enjoying the beautiful sunset at Hyderabad . f4d06768-a795-4446-ab38-5bc1b7aec379,Hyderabad,0,0,0,1,0,0,0
🤦‍♂️ Had a great time at Digha ? ad1cee28-ec7d-4054-8c97-830cb0eb94f7,Digha,0,0,0,1,0,0,0
🆘 Heavy waterlogging on roads in Puri ? 3b36a58a-8df4-4fc2-a7b3-4fa9dd1ad6bc,Puri,0,0,1,0,1,0,0
😬 Water is entering homes in Vizag near the shore . b6d13dea-d4a0-4962-93a2-d3dda2deb922,Vizag,0,0,1,0,1,0,0
🤦‍♂️ Enjoying the beautiful sunset at Bangalore ! c736350c-5876-4c83-af0c-c4fbdeef36fa,Bangalore,0,0,0,1,0,0,0
🗓️ The streets of Gopalpur have turned into a river ! af82808f-ff63-48e4-9496-1a395d00491a,Gopalpur,0,0,1,0,0,1,0
😂 Enjoying the beautiful sunset at Varanasi ? f59d4c5b-7fc5-42de-8d71-2d0648b921d9,Varanasi,0,0,0,1,0,0,0
😂 My life is a tsunami of work ! 818b8276-ffbe-405e-a521-ffe9c334f730,Kochi,0,0,0,1,0,0,0
😂 The new movie's climax was a flood of emotions . d279b44a-eef7-4e90-b34b-04c58e785b0d,Nagoa Beach,0,0,0,1,0,0,0
⚠️ Unusually high waves are lashing the coasts of Kollam . 4a2a2883-5dd7-4d77-a03f-d88685e8a767,Kollam,0,1,0,0,0,1,0
🗓️ Rough sea conditions and strong waves in Kochi ! 3f8d3f21-1513-437a-9480-b900c80bb7ca,Kochi,0,1,0,0,0,1,0
😎 Had a great time at Nagoa Beach . 4dbd7526-359b-421e-8b77-0ae2842cb567,Nagoa Beach,0,0,0,1,0,0,0
🤷‍♀️ Had a great time at Nagoa Beach ? 97909b08-9572-4e06-83a8-e6e2d31aafb3,Nagoa Beach,0,0,0,1,0,0,0
😍 Enjoying the beautiful sunset at Ahmedabad . 7b9031cf-779a-4333-8319-3ef9336c8142,Ahmedabad,0,0,0,1,0,0,0
😂 Had a great time at Alappuzha ! 58e18ff0-607c-49fa-b314-2f0b33c9d55e,Alappuzha,0,0,0,1,0,0,0
😂 Had a great time at Bangalore ? b359c4cc-6df9-4e6d-9bec-8786afd3b5b8,Bangalore,0,0,0,1,0,0,0
😰 Heavy waterlogging on roads in Kovalam beach . cb56e70e-f082-45a5-8433-3386095b9464,Kovalam beach,0,0,1,0,1,0,0
😎 Enjoying the beautiful sunset at Chennai ! ab036e32-5e5e-43f1-93ed-f69c337b8543,Chennai,0,0,0,1,0,0,0
👍 Great weather in Ahmedabad today ! 76bdf4a2-c9b2-4562-b1bf-fb089c8f7814,Ahmedabad,0,0,0,1,0,0,0
🗓️ Water is entering homes in Kovalam beach near the shore ? 9b7caf67-6a76-4014-bf3d-3f462171c7ab,Kovalam beach,0,0,1,0,0,1,0
📞 Water is entering homes in Vizag near the shore . e9a8ca91-5224-4856-8685-d16b73475a0b,Vizag,0,0,1,0,1,0,1
😂 Great weather in Lucknow today ! 5a27c0bb-cd34-4085-b63d-3e0f5a07a597,Lucknow,0,0,0,1,0,0,0
📢 Reports of a tsunami alert near Cavelossim Beach ! 5da4ee0a-fe82-406c-8ac9-3b831350666f,Cavelossim Beach,1,0,0,0,0,1,0
😍 Had a great time at Puri . 57692753-c860-4f1f-8ec1-3a5a264cac16,Puri,0,0,0,1,0,0,0
😎 My life is a tsunami of work ? 0e900adc-35fe-4855-b861-faf54fb5d799,Vizag,0,0,0,1,0,0,0
😎 Great weather in Kollam today . 91f34175-9ad3-4573-94ec-a49b0105283b,Kollam,0,0,0,1,0,0,0
🤦‍♂️ Had a great time at Agra . 987bf78f-ae1e-45a8-a90f-72674f4df8d5,Agra,0,0,0,1,0,0,0
👍 Just chilling at Chandigarh beach ? 4e250f11-3347-4711-b044-1484422933d1,Chandigarh,0,0,0,1,0,0,0
📢 Just chilling at Puri beach ! 6b2adc3e-40db-4d8a-b22e-fe60d9a10773,Puri,0,0,0,1,0,1,0
🤦‍♂️ The new movie's climax was a flood of emotions . 7644c6e9-f416-4acb-bd5f-32894873617c,Kochi,0,0,0,1,0,0,0
📰 Just chilling at Gopalpur beach ? c27ec738-ad4e-4290-93e5-7fe37d8ae794,Gopalpur,0,0,0,1,0,1,0
😍 Great weather in Jaipur today . 05ac9a1a-f1b8-4726-b20b-05d6b13620d6,Jaipur,0,0,0,1,0,0,0
😍 Just chilling at Vizag beach ! 94df0342-efe0-4e02-a33c-e99934fc4196,Vizag,0,0,0,1,0,0,0
📢 Local authorities advising to avoid Nagoa Beach due to flooding ! 3b496997-ecfc-4e5b-b713-6fed2a36a5c4,Nagoa Beach,0,0,1,0,0,1,0
😂 Just chilling at Alappuzha beach . 3b243c1b-440b-4bdc-a1a8-c54f4350bbf5,Alappuzha,0,0,0,1,0,0,0
🆘 Reports of a tsunami alert near Marine Drive Mumbai ? da610567-0dd9-4bb1-8dcf-31e91ab71f56,Marine Drive Mumbai,1,0,0,0,1,0,0
👍 The new movie's climax was a flood of emotions ! 4e7a314e-9838-44cb-aeeb-7a3ed6d1134e,Varanasi,0,0,0,1,0,0,0
😰 Enjoying the beautiful sunset at Lucknow ! 0cde1fb6-b414-44d1-a868-d300b699ccea,Lucknow,0,0,0,1,1,0,0
😎 Just chilling at Alibaug beach . f8765a58-a147-495f-b441-30f133d06f66,Alibaug,0,0,0,1,0,0,0
🤦‍♂️ Had a great time at Agra . dbb13902-9ba0-44dd-8cfc-ae788bb477f4,Agra,0,0,0,1,0,0,0
😍 Just chilling at Ahmedabad beach ! 1db72b18-7361-43b0-8919-00f7bdc73d36,Ahmedabad,0,0,0,1,0,0,0
📢 Great weather in Lucknow today ! 6abcdd4a-c81b-482e-b9ab-d7e5a98fa8c5,Lucknow,0,0,0,1,0,1,0
😊 My life is a tsunami of work . 0c5fa507-0c75-4284-b6de-41906438be5e,Alappuzha,0,0,0,1,0,0,0
😎 Enjoying the beautiful sunset at Kochi ? c28e17ca-ece9-4193-a5ed-2acd69e7a6e8,Kochi,0,0,0,1,0,0,0
"🆘 Cyclone alert, waves getting dangerously high at Cavelossim Beach ? 3c02d61b-b9a2-4d85-8cd8-f2c04ba6bc2d",Cavelossim Beach,0,1,0,0,1,0,0
😂 My life is a tsunami of work ! 853a1119-0d39-484d-b700-c931f4334a6a,Chandigarh,0,0,0,1,0,0,0
📞 Coastal flooding reported in Mumbai after rains ? df092b96-2618-47ec-b3ba-20d15695b51c,Mumbai,0,0,1,0,1,0,1
😊 Great weather in New Delhi today ! 8b4c08c2-528a-4817-9b0c-9f24171d63a3,New Delhi,0,0,0,1,0,0,0
🙏 Evacuate coastal areas of Gopalpur immediately ? ef00f0b2-865f-413e-82ce-5b4e71be2390,Gopalpur,1,0,0,0,1,0,1
📣 Just chilling at Vizag beach . 296e03f9-ada3-4f84-ac04-80c0c97942db,Vizag,0,0,0,1,0,1,0
😊 Just chilling at Ahmedabad beach ! e63abf26-37e3-4289-a863-212146d662f1,Ahmedabad,0,0,0,1,0,0,0
😍 The new movie's climax was a flood of emotions . aa96b3d6-210a-47b9-8d79-b60d29b41a57,Alibaug,0,0,0,1,0,0,0
🙏 Heavy waterlogging on roads in Alibaug . 0d4153c2-28a8-43c6-8547-f8f5ebba1a2f,Alibaug,0,0,1,0,1,0,1
😬 Rough sea conditions and strong waves in Vizag ! a07c3f58-ac91-40b2-a0f4-11f07d57a48d,Vizag,0,1,0,0,1,0,0
🤦‍♂️ Just chilling at Kovalam beach beach ! a043a21e-68be-4282-9b10-c0abc77f687e,Kovalam beach,0,0,0,1,0,0,0
"😱 Cyclone alert, waves getting dangerously high at Vizag ! 424a8272-473a-444b-8432-a8c5e444c2cd",Vizag,0,1,0,0,1,0,0
😊 Enjoying the beautiful sunset at Marina Beach Chennai . dd0e830f-8c0b-4f20-8f40-50061c2cb07b,Marina Beach Chennai,0,0,0,1,0,0,0
😊 The new movie's climax was a flood of emotions . e11a1ed2-e41b-41f1-843b-a38960aecb6e,Gopalpur,0,0,0,1,0,0,0
😎 Had a great time at Ahmedabad . 8a57c9f7-f8ef-4ff6-baef-f632e6db56a3,Ahmedabad,0,0,0,1,0,0,0
😎 My life is a tsunami of work ! 5e073312-5a0e-4f30-ac24-bf511e28deec,Mumbai,0,0,0,1,0,0,0
😍 Enjoying the beautiful sunset at Mysuru . 5931879c-8bec-43cd-8989-9dc12c3a1db4,Mysuru,0,0,0,1,0,0,0
🏃‍♂️ High tide and strong waves at Gopalpur beach ! fbf236a2-06a8-4e86-a592-7773b2e19aaf,Gopalpur,0,1,0,0,1,0,0
😎 Enjoying the beautiful sunset at Bangalore ! a3feaefe-3b42-4d1e-a50b-9a6bee4daa99,Bangalore,0,0,0,1,0,0,0
"🚨 Cyclone alert, waves getting dangerously high at Marine Drive Mumbai ! d114f50c-cb7f-4a98-af05-e2e1f2f8df88",Marine Drive Mumbai,0,1,0,0,1,0,1
✅ Great weather in Kochi today ! 36ecf060-3628-4a08-8663-7c6e0f10931b,Kochi,0,0,0,1,0,1,0
🚨 Heavy waterlogging on roads in Kovalam beach ? 988dd76d-bf20-4144-ab54-55242e3db8f2,Kovalam beach,0,0,1,0,1,0,0
🚨 Local authorities advising to avoid Kovalam beach due to flooding ! 114fcd41-ee96-4c96-9271-0946a47fbb55,Kovalam beach,0,0,1,0,1,0,1
🚨 Massive high waves hitting Puri shores ! b6ab3dad-3e1f-46e5-801e-54fa476d6ec8,Puri,0,1,0,0,1,0,0
😂 My life is a tsunami of work ? d3a81fe0-25e4-4b8f-9eda-7f0b89fdf078,Alappuzha,0,0,0,1,0,0,0
😱 Heavy waterlogging on roads in Gopalpur ? f4e056ca-0275-4067-83b8-122f462530fa,Gopalpur,0,0,1,0,1,0,0
👍 Had a great time at Amritsar . 087ff6bf-7855-4c65-8fe5-4233d5628200,Amritsar,0,0,0,1,0,0,0
🆘 Massive high waves hitting Kochi shores ! 03c7c74c-d80b-4a93-a98f-3e396e55050f,Kochi,0,1,0,0,1,0,0
😂 My life is a tsunami of work . d3f16ffc-be88-45f9-86a2-b6c5eb336dc1,Ahmedabad,0,0,0,1,0,0,0
😂 The new movie's climax was a flood of emotions ? 346e9ece-bab8-4686-a5e6-5eb3c9e43c22,Amritsar,0,0,0,1,0,0,0
😰 Great weather in Amritsar today ! c7d285ff-2008-4973-ac0f-ff39d61f8eb1,Amritsar,0,0,0,1,1,0,0
👍 Just chilling at Mysuru beach . 70517987-c943-4ebc-9b05-fe7d06df3f92,Mysuru,0,0,0,1,0,0,0
😎 Great weather in Ahmedabad today ? fe043515-3dda-4edd-89b0-51bb7f7d1f7d,Ahmedabad,0,0,0,1,0,0,0
👍 My life is a tsunami of work ? 37718d1b-5d51-4553-819a-9d67d7cee991,Gopalpur,0,0,0,1,0,0,0
🤦‍♂️ Just chilling at Hyderabad beach ! 788d4f01-9508-4907-96e2-fa61af44d6bd,Hyderabad,0,0,0,1,0,0,0
😊 Enjoying the beautiful sunset at Kovalam beach ! f5c57f4b-e6dd-4a7e-bdd0-00902ba4b992,Kovalam beach,0,0,0,1,0,0,0
😎 Had a great time at Agra ? f7f8ef40-3c7c-4c61-88db-04c8a9b470db,Agra,0,0,0,1,0,0,0
✅ The streets of Mumbai have turned into a river . e7d1ee87-2617-47e9-a14a-a3690822a51f,Mumbai,0,0,1,0,0,1,0
🤦‍♂️ My life is a tsunami of work . a00fc024-ac15-4b72-a5eb-e5b47d42de60,Kovalam beach,0,0,0,1,0,0,0
😱 High tide and strong waves at Kovalam beach beach ? b42abd51-653a-47b5-897c-86e5ec64d3d9,Kovalam beach,0,1,0,0,1,0,0
🤷‍♀️ My life is a tsunami of work ! d7587c3e-dfb4-43fb-8810-61718a0fd014,Mumbai,0,0,0,1,0,0,0
🆘 Coastal flooding reported in Goa after rains . 73a30f79-644b-4deb-8768-ce89e4d04d53,Goa,0,0,1,0,1,0,1
😂 Just chilling at Marine Drive Mumbai beach ! aa3c0b4f-3ebc-45fb-87f9-38fcd2657cac,Marine Drive Mumbai,0,0,0,1,0,0,0
😎 Had a great time at Pune . 8f529c4f-3cd6-4190-b278-84d8ee37afd1,Pune,0,0,0,1,0,0,0
🤷‍♀️ Great weather in Ahmedabad today . 3d1a832a-334e-4893-b7b6-aa43e494671d,Ahmedabad,0,0,0,1,0,0,0
"😬 The sea is receding at Goa, a possible sign of tsunami ! ded9ce7e-c8e6-4504-8a50-5ed31b2257bb",Goa,1,0,0,0,1,0,0
😊 Enjoying the beautiful sunset at Amritsar ! 34c53f09-7e65-436f-8522-210d20ba682a,Amritsar,0,0,0,1,0,0,0
👍 Had a great time at Bhopal ! eea95b80-fe64-4325-9d1e-63bb696e1ef6,Bhopal,0,0,0,1,0,0,0
😎 Great weather in Amritsar today . 3ef4a322-6a9c-4ac6-9041-5b848adf3fef,Amritsar,0,0,0,1,0,0,0
😍 The new movie's climax was a flood of emotions . d36249d5-5b78-4d43-8916-9bfbc2de4936,Lucknow,0,0,0,1,0,0,0
😊 Just chilling at Lucknow beach . 9fe2ef21-1938-4457-9eec-c43fea960c96,Lucknow,0,0,0,1,0,0,0
😂 Great weather in Alibaug today ! 2a1ef953-ae8b-4832-9593-aeb634779f04,Alibaug,0,0,0,1,0,0,0
😂 Great weather in Mysuru today ? ea3e1f4e-9bba-4071-8994-55f198525bd8,Mysuru,0,0,0,1,0,0,0
😊 My life is a tsunami of work ! a7f2f44d-0dbf-43de-8e7e-5e1c34c00aea,Marina Beach Chennai,0,0,0,1,0,0,0
🤦‍♂️ Had a great time at Ahmedabad ? e4d83640-1215-4a5f-9106-194a90f37d73,Ahmedabad,0,0,0,1,0,0,0
😊 Had a great time at Hyderabad ! 34a21e5f-1dbe-487c-82e6-c32f48a21009,Hyderabad,0,0,0,1,0,0,0
😂 The new movie's climax was a flood of emotions ? d2b0b0e2-d81e-4003-80df-778fd4512398,Chennai,0,0,0,1,0,0,0
😊 Enjoying the beautiful sunset at Chennai ? cad7fd9f-798e-4009-8645-140d858a2ea3,Chennai,0,0,0,1,0,0,0
"📢 Cyclone alert, waves getting dangerously high at Kollam ? ed5cfe18-9217-490c-be55-dcca066453db",Kollam,0,1,0,0,0,1,0
📣 High tide and strong waves at Vizag beach . 07bdd69a-84df-4eec-9756-5a0f24025e98,Vizag,0,1,0,0,0,1,0
😊 Had a great time at New Delhi ! 3148d689-8208-417c-8838-72853fc81023,New Delhi,0,0,0,1,0,0,0
🤷‍♀️ My life is a tsunami of work ? 6eee1e27-650a-4f3c-a01a-92db821035b8,Alibaug,0,0,0,1,0,0,0
✅ Massive high waves hitting Gopalpur shores ? f305e233-13c0-4d9f-ad2e-dfe57e158bd4,Gopalpur,0,1,0,0,0,1,0
😍 My life is a tsunami of work ! 56906e84-ba93-4a72-a7f8-5a4301a26c20,Gopalpur,0,0,0,1,0,0,0
📰 Great weather in Chandigarh today ? 5efa8f3a-3c45-4847-ab42-b455b7bd0a36,Chandigarh,0,0,0,1,0,1,0
🆘 Local authorities advising to avoid Puri due to flooding . cd26cf71-5556-433b-9d9c-577b57840989,Puri,0,0,1,0,1,0,0
😎 Enjoying the beautiful sunset at Goa ! cfde926c-3b62-475a-be1c-d8e8c8a90e13,Goa,0,0,0,1,0,0,0
🏃‍♂️ High tide and strong waves at Alappuzha beach ? 57783ff4-8b15-427d-9d4e-77794f10294a,Alappuzha,0,1,0,0,1,0,0
📰 Tsunami warning issued for Kollam ? 66215e0c-8f86-4972-989d-ece83c358eb1,Kollam,1,0,0,0,0,1,0
😂 My life is a tsunami of work ! 543e1e22-2623-4e0d-a400-c3c595b0c753,Marine Drive Mumbai,0,0,0,1,0,0,0
🤷‍♀️ Had a great time at Vizag ! 48b4c5ee-a3b1-4df8-842d-d8874f1fb2b5,Vizag,0,0,0,1,0,0,0
😬 Water is entering homes in Digha near the shore . 4a8f86c5-997a-42f0-a2e0-7e5d9d745608,Digha,0,0,1,0,1,0,0
⚠️ Local authorities advising to avoid Alibaug due to flooding ! 883cd2a6-487a-4acb-bae2-953d93be53f6,Alibaug,0,0,1,0,0,1,0
😬 Unusually high waves are lashing the coasts of Puri ! ed516e55-7724-4929-bc32-502c09bd2d2e,Puri,0,1,0,0,1,0,0
👍 The new movie's climax was a flood of emotions ! 5606bf84-13ac-4bc7-979c-637b7e6fcd61,Mumbai,0,0,0,1,0,0,0
😍 Just chilling at Puri beach ? d0406b7f-cd25-4f41-8220-6af2ffebbf64,Puri,0,0,0,1,0,0,0
👍 The new movie's climax was a flood of emotions . 01445a5c-a7f3-45b0-b71b-cebf9b7308a8,Pune,0,0,0,1,0,0,0
✅ Heavy waterlogging on roads in Alappuzha . 0fd24550-3008-4fa2-8102-1f50b5074c49,Alappuzha,0,0,1,0,0,1,0
😰 High tide and strong waves at Goa beach ! b8d17dcb-7d66-450b-a787-73ea5ebe867a,Goa,0,1,0,0,1,0,0
😍 The new movie's climax was a flood of emotions ! 7edf61ce-c9c4-4434-8bb1-b25bdf6e93be,Kochi,0,0,0,1,0,0,0
😍 The new movie's climax was a flood of emotions ! 6949d592-4e24-4f41-832c-947a4f595660,Marina Beach Chennai,0,0,0,1,0,0,0
😊 The new movie's climax was a flood of emotions ? f6a1732e-d202-4bfb-aef7-5a054a3ead52,Puri,0,0,0,1,0,0,0
🗓️ Heavy waterlogging on roads in Kovalam beach ! 51630d0e-16ec-4bab-b506-e8ecc040f29a,Kovalam beach,0,0,1,0,0,1,0
🆘 My life is a tsunami of work . 4fc7b1c2-9342-4cd2-85ba-40829e876712,Digha,0,0,0,1,1,0,0
🚨 Water is entering homes in Chennai near the shore ! ba47abb2-be2f-4d4f-ae6c-6d57cc93870d,Chennai,0,0,1,0,1,0,1
😂 Had a great time at Marina Beach Chennai . 741f1862-7bf8-4c5f-af04-c477f103bd61,Marina Beach Chennai,0,0,0,1,0,0,0
⚠️ High tide and strong waves at Kochi beach ! 3ef9bd11-889b-4f10-bccf-d33a6c84f40d,Kochi,0,1,0,0,0,1,0
😂 Enjoying the beautiful sunset at Digha ? c5aa254d-647e-45c3-8fe3-2b60d8cda3f1,Digha,0,0,0,1,0,0,0
📢 High tide and strong waves at Marine Drive Mumbai beach ? ab67e7d2-f011-4cd1-915f-5ecc68a780c4,Marine Drive Mumbai,0,1,0,0,0,1,0
😂 Enjoying the beautiful sunset at Digha ? 9a4842fa-2c04-487d-a065-408ea4e443e9,Digha,0,0,0,1,0,0,0
😬 Rough sea conditions and strong waves in Digha ? 219dbd85-1ab3-4f70-af8e-1e80b56e9f73,Digha,0,1,0,0,1,0,0
👍 My life is a tsunami of work . 88262e21-c436-4802-bd0f-ecb6c3cd4a08,Agra,0,0,0,1,0,0,0
👍 Enjoying the beautiful sunset at Nagoa Beach ? 82289296-5846-4996-b4d2-dd0afd8dde98,Nagoa Beach,0,0,0,1,0,0,0
😍 The new movie's climax was a flood of emotions ? 288647f4-0af7-4b2c-ad45-dd9712fc918b,Lucknow,0,0,0,1,0,0,0
🤷‍♀️ My life is a tsunami of work . c0b54754-7353-43d4-ad0b-aed04035630a,Alappuzha,0,0,0,1,0,0,0
🆘 Unusually high waves are lashing the coasts of Kollam ! 0bcd41c3-217f-4a65-8db3-e2ea792b23ba,Kollam,0,1,0,0,1,0,0
🤷‍♀️ Just chilling at Varanasi beach ? 5e1aebc6-67f4-42ce-9b3f-dbffe4f9bcf7,Varanasi,0,0,0,1,0,0,0
😂 Had a great time at Cavelossim Beach ? 1f9da9ea-d21c-42ac-bb8c-76407b0f4542,Cavelossim Beach,0,0,0,1,0,0,0
😬 My life is a tsunami of work . 470c5e67-2551-47ee-bc61-62993e21d9fa,Kochi,0,0,0,1,1,0,0
👍 My life is a tsunami of work . 1c2c22c2-c6d1-4596-b1a9-ea45f5440ff7,Bangalore,0,0,0,1,0,0,0
🚨 Rough sea conditions and strong waves in Cavelossim Beach ? d7043bc2-f8e0-46c1-bbfd-f975f2bc0bef,Cavelossim Beach,0,1,0,0,1,0,0
"🗓️ Cyclone alert, waves getting dangerously high at Cavelossim Beach ? 08b78c01-dc35-4ff3-bca6-8611b7ec802c",Cavelossim Beach,0,1,0,0,0,1,0
😰 My life is a tsunami of work ? 76534fcc-9de7-4a34-8776-d82905b699fb,Hyderabad,0,0,0,1,1,0,0
⚠️ Water is entering homes in Digha near the shore ! 11de5caa-7462-47b1-9f6a-222d337f0f49,Digha,0,0,1,0,0,1,0
👍 Great weather in Marina Beach Chennai today . 23e30ee6-a932-4a91-a240-b690c9531cc0,Marina Beach Chennai,0,0,0,1,0,0,0
👍 Great weather in Goa today . bd410645-5573-4a40-83f6-bc60291f03bd,Goa,0,0,0,1,0,0,0
😂 Great weather in Ahmedabad today . b1d326be-0caf-4645-85fd-754e24c66c0d,Ahmedabad,0,0,0,1,0,0,0
😂 Just chilling at Goa beach ! f3053846-2040-40a1-b2c4-8a6fac9b7b70,Goa,0,0,0,1,0,0,0
😍 Great weather in Hyderabad today . c1bfc9b5-1983-4887-a088-d8e0b808d81f,Hyderabad,0,0,0,1,0,0,0
😂 Great weather in Marina Beach Chennai today . 4b551cf7-8b20-4fd5-9390-5a80e3c623ce,Marina Beach Chennai,0,0,0,1,0,0,0
😂 Just chilling at Gopalpur beach ? 0eb36377-7f06-48f1-9e20-2e70be93798f,Gopalpur,0,0,0,1,0,0,0
😊 Great weather in Gopalpur today ! e8cde5dc-2dba-44da-8acc-6d4c7c8708f3,Gopalpur,0,0,0,1,0,0,0
🤷‍♀️ Just chilling at Puri beach ! 936facb5-7929-47e7-a30d-547d7c67a457,Puri,0,0,0,1,0,0,0
👍 Enjoying the beautiful sunset at Varanasi ? 81b57d94-506d-4b33-93a3-675f7da135e2,Varanasi,0,0,0,1,0,0,0
😂 The new movie's climax was a flood of emotions ? 968f7c5e-b847-49c3-af22-8d4eef7ffb85,Kolkata,0,0,0,1,0,0,0
👍 Great weather in Lucknow today ? 06fe9e4b-b719-45f4-bc80-470a9ac34120,Lucknow,0,0,0,1,0,0,0
🗓️ Heavy waterlogging on roads in Alibaug . e1de57da-0913-46a9-8699-c2577452df83,Alibaug,0,0,1,0,0,1,0
😰 Water is entering homes in Mumbai near the shore . 7df01d68-5ad5-450d-8065-410a4acaa391,Mumbai,0,0,1,0,1,0,0
📣 Rough sea conditions and strong waves in Nagoa Beach . d8584b82-da2c-4f65-951f-c78abea75ac3,Nagoa Beach,0,1,0,0,0,1,0
😎 Enjoying the beautiful sunset at Bhopal ? d519d684-a943-4254-b244-6e65ed222d3a,Bhopal,0,0,0,1,0,0,0
😎 My life is a tsunami of work . 117cf95a-e190-44c2-a905-1533a9a5c815,Ahmedabad,0,0,0,1,0,0,0
😍 Great weather in Hyderabad today ! 29deb745-0f34-4bf2-a978-a85e5df88c62,Hyderabad,0,0,0,1,0,0,0
😰 The streets of Alibaug have turned into a river . c1cd4290-15de-43c8-8eb7-9829ddf4ae14,Alibaug,0,0,1,0,1,0,0
😭 Local authorities advising to avoid Digha due to flooding ! 3b9d6405-9f63-4974-8e5c-0b316a4bedcf,Digha,0,0,1,0,1,0,1
🤷‍♀️ Had a great time at Chandigarh ! d8a3b363-c8f9-47ab-9ddb-93a39a98e508,Chandigarh,0,0,0,1,0,0,0
😊 My life is a tsunami of work ? 42eae18f-3783-477f-92b4-867b354e6c44,Chennai,0,0,0,1,0,0,0
😂 My life is a tsunami of work ? 0a3a64a7-e753-4181-b8fa-3b889b2a611c,Nagoa Beach,0,0,0,1,0,0,0
😂 Enjoying the beautiful sunset at Mumbai ? 04948b79-0a73-4692-9143-2c6d7e570bb4,Mumbai,0,0,0,1,0,0,0
⚠️ Unusually high waves are lashing the coasts of Nagoa Beach . 01dca0ce-0fcd-4593-96da-1fc5afa8b6f6,Nagoa Beach,0,1,0,0,0,1,0
🆘 Tsunami warning issued for Kochi ! c1d75b84-bbef-4a3d-ab44-6b1635f1d265,Kochi,1,0,0,0,1,0,0
🤷‍♀️ The new movie's climax was a flood of emotions ? 672320f1-3b8b-4c5b-9423-75c63335139f,Puri,0,0,0,1,0,0,0
😂 My life is a tsunami of work ? a2b6333d-0a4d-4f31-ac30-b4044f213538,Alappuzha,0,0,0,1,0,0,0
😊 The new movie's climax was a flood of emotions ? 116c569e-362f-41d5-85e3-db2ff98d6210,Mumbai,0,0,0,1,0,0,0
😍 My life is a tsunami of work ! 750f24b5-c103-496b-a1f3-112118302913,Hyderabad,0,0,0,1,0,0,0
😍 Had a great time at Marina Beach Chennai ! bed96e82-ca17-44ac-bbd0-faaf4051c85e,Marina Beach Chennai,0,0,0,1,0,0,0
😂 The new movie's climax was a flood of emotions ! 476499e4-7931-4007-ab0e-c4610a405305,Mumbai,0,0,0,1,0,0,0
😂 Had a great time at Bangalore ? 27de4faf-af73-4a46-a4f9-aa726dfd8264,Bangalore,0,0,0,1,0,0,0
😍 The new movie's climax was a flood of emotions ! 47cfda92-b406-4cf0-95f4-1fd57b471ab6,Mumbai,0,0,0,1,0,0,0
😂 My life is a tsunami of work . 39e85731-fd50-4ac0-9c18-d86ef4cf8e45,Mysuru,0,0,0,1,0,0,0
